final_text,sentimentLabel,stemmed_text
jelek najis kgk bisa login sialan betul nih apk sudah di update bknnya bagus malah kgk bisa login shibal shiball,negative,jelek najis kgk login sial nih apk update bknnya bagus kgk login shibal shiball
sumpah semenjak di update kenapa jadi downgrade banget ya sebelumnya sudah lumayan banget walaupun masih suka ngelagbug tapi ternyata ini lebih parah pendingnya bukan main sudah begitu harus login lagi terus mau baca saja loadnya benar lama banget sampai ngira hp yang eror kesel sendiri mohon diperbaiki lagi ya,negative,sumpah semenjak update downgrade banget ya lumayan banget suka ngelagbug parah pending bukan main login baca loadnya banget ngira hp eror kesel mohon baik ya
aplikasi yang sebenarnya bagus bangetcuma kadang error kalo enggak mau disebut sering sesudah update yang terakhirpengalaman bacanya jadi tersendatsendat karena buku yang sedang dibaca mendadak menampilkan cover buku yang mulai dari awal alihalih halaman yang dibaca terakhir atau malah enggak bisa dibuka sama sekalitapi saya suka aplikasi ini sabar menanti ahmudahmudahan cepat lancar jaya,positive,aplikasi bagus bangetcuma kadang error kalo enggak update terakhirpengalaman baca tersendatsendat buku baca dadak tampil cover buku alihalih halaman baca enggak buka sekalitapi suka aplikasi sabar ahmudahmudahan cepat lancar jaya
diupdate malah error enggak bisa masuk pakai akun biasa kudu buat akun baru tampilannya tambah ribet ngunduh bukunya lamaaa kembalikan ipusnas versi yang sebelumnyaaaaaaaaa,negative,diupdate error enggak masuk pakai akun kudu akun tampil ribet ngunduh buku lamaaa kembali ipusnas versi sebelumnyaaaaaaaaa
tolong kalau belum siap semua fiturnya jangan langsung dirilis susah banget masa setiap masuk app harus login dulu,positive,tolong fiturnya langsung rilis susah banget masuk app login
aplikasi sering hang banyak buku yang jadi susah dibuka dan error saat mau dibaca padahal tadinya di versi yang lama bisa diakses dengan mudah,negative,aplikasi hang buku susah buka error baca versi akses mudah
jelek sekali,negative,jelek
aplikasi tidak bisa dibuka setelah melakukan pembaharuan,negative,aplikasi tidak buka baharu
terimakasih telah membuat aplikasi ini namun sayangnya setelah update tidak bisa digunakan hanya mentok di halaman awal doang ui nya juga kurang ramah tambah ribet kalau pun bisa dibuka selalu meminta login ulang menu menu nya pada ngeleg jadi enggak tau apa isinya semoga bisa diperbaiki lebih baik,negative,terimakasih aplikasi sayang update tidak mentok halaman doang ui nya ramah ribet buka login ulang menu menu nya ngeleg enggak tau isi moga baik
kalo punya duit buat kelola server aplikasi tuh di pakai anjing jangan di tilep itu dana buat ngembangin aplikasi,negative,kalo duit kelola server aplikasi tuh pakai anjing tilep dana ngembangin aplikasi
kenapa ya pas saya update buku buku dalam penyimpanan saya hilang terus following dan followers nya juga hilang bahkan profile saya juga jadi kosong padahal saya sudah banyak menyimpan buku pas mau dibaca malah data datanya kosong semua karena di update makin lemot juga mau ganti foto di profile saja lama banget muter terus,negative,ya pas update buku buku simpan hilang following followers nya hilang profile kosong simpan buku pas baca data data kosong update lot ganti foto profile banget muter
sudah mengunduh bukunya tetapi tidak bisa dibaca hanya berhenti pada halaman loading screen,negative,unduh buku tidak baca henti halaman loading screen
haloo ini kenapa enggak bisa digunain ya aplikasinya bisa masuk tapi hilang semua buku antrian riwayat sama pinjaman even mutualan dan followers pun hilang whyyy,negative,haloo enggak digunain ya aplikasi masuk hilang buku antri riwayat pinjam even mutualan followers hilang whyyy
updated version was sucks i lost all of my books,negative,updated version sucks lost books
setiapkali keluar aplikasi akun saya terlog out jadi harus didaftar ulang lagi sok far aplikasinya bagus bukubukunya juga lengkap tapi bagian aku terlogout ini yang menyebalkan tolong diperbaiki lagi ya saya suka aplikasi ini tapi sayang,negative,setiapkali aplikasi akun log daftar ulang sok far aplikasi bagus bukubukunya lengkap terlogout sebal tolong baik ya suka aplikasi sayang
error terus padahal saya ingin mencari buku untuk mengerjakan tugas,negative,error cari buku tugas
mau lanjutkan baca di ipusnas tibatiba disuruh update aplikasinya masalah pun tiba enggak bisa login tanpa alasan mau login dibilang salah password padahal itu sudah autofill dari hp terpaksa pakai forgot password setelah bolakbalik cek email dan ganti password baru bisa login koleksi buku pinjaman wishlist history hilang semua coba pinjem buku lagi buku enggak bisa dibuka muncul peringatan terjadi kesalahan pada sistem internal,negative,lanjut baca ipusnas tibatiba suruh update aplikasi enggak login alas login bilang salah password autofill hp paksa pakai forgot password bolakbalik cek email ganti password login koleksi buku pinjam wishlist history hilang coba pinjem buku buku enggak buka muncul ingat salah sistem internal
setelah update enggak bisa di access sama sekali enggak bisa login,neutral,update enggak access enggak login
parah setelah di update semuanya malah loading lama keluar mulu dan harus masuk akun terus,negative,parah update loading mulu masuk akun
kenapa jadi enggak bisa di backa offlineini bakal jadi seperti aplikasi junk seperti ruang guru dllyg harus berbayaritukah tujuan uodate,negative,enggak backa offlineini aplikasi junk ruang guru dllyg berbayaritukah tuju uodate
enggak nyaman banget ini yang baru malah makin ke sini makin ke sana enggak jelas dan enggak berjalan dengan baik semua eror masih lebih suka yang lama meski jelek begitu masih nyaman pakainya,positive,enggak nyaman banget enggak enggak jalan eror suka jelek nyaman pakai
kembalikan ke versi lama versi baru enggak jelas terlalu banyak fitur yang enggak penting versi lama jauh lebih ringkas simple dan nyaman untuk membaca cari buku pakai nama penulis enggak muncul enggak seperti yang lama selain itu setelah update malah enggak bisa login alasan password salah padahal enggak pernah ganti password setelah berhasil login malah semua buku yang sedang dipinjam queue dan history hilang semua lagi harus login tiap buka aplikasi ini bukan aplikasi banking yang perlu protect tiap saat,negative,kembali versi versi enggak fitur enggak versi ringkas simple nyaman baca cari buku pakai nama tulis enggak muncul enggak update enggak login alas password salah enggak ganti password hasil login buku pinjam queue history hilang login buka aplikasi bukan aplikasi banking protect
pengalaman membaca di ipusnas sebelumnya menyenangkan tapi update terbaru sangat mengecewakan selain susah login saya kehilangan seluruh history peminjaman buku dan pertemanan beberapa buku yang dipinjam dan diunduh juga tidak bisa dibuka dan tidak bisa dikembalikan search enginee belum berfungsi maksimal saya tidak baikbaik saja,negative,alam baca ipusnas senang update baru kecewa susah login hilang history pinjam buku teman buku pinjam unduh tidak buka tidak kembali search enginee fungsi maksimal tidak baikbaik
tidak ada opsi bahasa swahili,negative,tidak opsi bahasa swahili
versi terbaru ini kenapa jadi membuat saya susah untuk cari buku dibanding yang versi lama dari kemarin hampir sering munculnya pencarian tidak ditemukan setiap masukkan keywords entah judul atau authornya meskipun itu buku sebenarnya ada di database ipusnas karena saya sudah pernah pinjam padahal di versi lama itu selalu muncul result ketika saya lakukan itu untuk cari buku,negative,versi baru susah cari buku banding versi kemarin muncul cari tidak temu masuk keywords judul authornya buku database ipusnas pinjam versi muncul result laku cari buku
banyak bug dan fiturfitur yang belum diselesaikan saya beri bintang karena fitur utama untuk pinjam buku sudah membaik,neutral,bug fiturfitur selesai bintang fitur utama pinjam buku baik
bagus sih membantu juga untuk cari sumber referensi yang dibutuhkan tapi masih belum lengkap koleksi bukunya sayang banget dan versi sekarang kenapa ya harus login setiap kali mau masuk ke aplikasinya bikin ribet dan memakan banyak waktu lalu tulisan dalam aplikasi juga semakin kecil kasihan bagi para pembaca sangat tidak enak dilihat tolong ya dibenahi lagi karena ini berguna banget loh sayang kalo disajikannya masih mengundang banyak kritikan,negative,bagus sih bantu cari sumber referensi butuh lengkap koleksi buku sayang banget versi ya login kali masuk aplikasi bikin ribet makan tulis aplikasi kasihan baca tidak enak tolong ya benah guna banget sayang kalo saji undang kritik
ipusnas kenapa deh dulu pertama kali install totally fine pas update pertama ada error yang terbaru ini tiap mau buka apps harus log ini dan gbisa search by author,positive,ipusnas deh kali install totally fine pas update error baru buka apps log gbisa search author
updated versionnya kacau banget saya enggak bisa log ini dan sign up sama sekali,positive,updated versionnya kacau banget enggak log sign
aplikasi nya jadi jelek banget token revoked terus tiap masuk keluar sendiri akun ipusnas saya dulu enggak bisa login fitur buat lihat berapa menit yang lalu orang nambahin buku itu hilang pokoknya jadi jelek,negative,aplikasi nya jelek banget token revoked masuk akun ipusnas enggak login fitur lihat menit orang nambahin buku hilang pokok jelek
applikasinya error melulu dan sekali error bisa sampai bermingguga bisa login dll setelah diupdate kok nih perpus jadi enggak punya koleksi buku mira gue sama sekali dijual lagi kah bukunya demi bayar biaya update aplikasi parah banget riwayat peminjaman juga hilang semua perpustakaan nasional kebanggaan indonesia tapi kaya begini bagaimana mau menggerakkan masyarakat indonesia supaya gemar membaca lagi pengin baca tapi applikasinya enggak bisa diakses bukunya pada hilang payahhhh,negative,applikasinya error melulu error bermingguga login dll diupdate nih pus enggak koleksi buku mira jual kah buku bayar biaya update aplikasi parah banget riwayat pinjam hilang pustaka nasional bangga indonesia kaya gerak masyarakat indonesia gemar baca pengin baca applikasinya enggak akses buku hilang payahhhh
saya mau login pakai akun yang sudah didaftarkan tapi tidak bisa masuk norifnya authentification failed coba daftar dengan akun yang baru juga tidak bisa,negative,login pakai akun daftar tidak masuk norifnya authentification failed coba daftar akun tidak
versi sudah mulai stabil,positive,versi stabil
baru saja update kemarin malah aplikasinya berulang kali enggak bisa dibuka forced stop padahal saya lagi baca,negative,update kemarin aplikasi ulang kali enggak buka forced stop baca
terimakasih telah menyediakan berbagai ebook untuk dibaca gratis dan sangat menolong saya dalam belajar namun di versi terbaru ini tiap aplikasi dibukak log out otomatis mulu kak semoga bisa diperbaiki kembali oleh tim pengembang aplikasi,positive,terimakasih sedia ebook baca gratis tolong ajar versi baru aplikasi dibukak log otomatis mulu kak moga baik tim kembang aplikasi
enggak mengerti kenapa harus di update ditambah fitur enggak penting yang membuat aplikasi tidak bekerja kami hanya butuh pinjam buku dan baca buku tidak perlu ada tambahan lain yang tidak penting dan malah mengganggu kenyamanan,negative,enggak erti update tambah fitur enggak aplikasi tidak butuh pinjam buku baca buku tidak tambah tidak ganggu nyaman
habis update jadi enggak bisa login sudah berharihari begini terus buku kelar semua masa pinjamnya huft,positive,habis update enggak login berharihari buku kelar pinjam huft
jangan pakai muka prabowo gibran lah jelek jijik banget lihat muka penjahat ham sama anak hina konstitusi yang bahkan enggak suka baca,negative,pakai muka prabowo gibran jelek jijik banget lihat muka jahat ham anak hina konstitusi enggak suka baca
masih ora iso login,negative,ora iso login
setelah diperbarui malah jadi sulit mencari buku cari pakai kata kunci penerbit dan penulis tidak bisa lebih user friendly yang versi sebelumnya riwayat sebelumnya juga hilang padahal ada buku yang mau dipinjam lagi,negative,baru sulit cari buku cari pakai kunci terbit tulis tidak user friendly versi riwayat hilang buku pinjam
tampilan baru ipusnas yang bikin mabok jadi semua riwayat histori buku yang pernah dipinjam hilang pertemanan hilang antrian buku hilang search menggunakan nama pengarangnya tidak bisa jadi sekarang harus ketik judulnya ya temanteman waktu pinjam baca sekarang hari enggak hari lagi oh ipusnas,negative,tampil ipusnas bikin mabok riwayat histori buku pinjam hilang teman hilang antri buku hilang search nama arang tidak ketik judul ya temanteman pinjam baca enggak oh ipusnas
kenapa ya enggak bisa login di versi update padahal email password sama untuk daftar barupun sulit berkali gagal meminta tolong diperbaiki dong dev aplikasi ipusnas sendiri sangat membantu agar saya mencari bacaan secara mudah tanpa harus belipinjam buku fisik,negative,ya enggak login versi update email password daftar baru sulit kali gagal tolong baik dev aplikasi ipusnas bantu cari baca mudah belipinjam buku fisik
setelah di update saya tidak bisa log ini ataupun daftar baru please fix itu sayang sekali tidak bisa masuk dan pinjam buku,negative,update tidak log daftar please fix sayang tidak masuk pinjam buku
updatean barunya jelek enggak bisa masuk terus,negative,updatean baru jelek enggak masuk
aplikasi lemot min loading terusand then kalo tutup aplikasi pasti otomatis ke logout juga deh,negative,aplikasi lot min loading terusand kalo tutup aplikasi otomatis logout deh
overall i love this app and recently i updated the app itu has new display and thats a good improvement but sadly there was an error itu was sok hard tapi logged ini my followings and followers queued books also borrowed books are missing help please,positive,overall love app recently updated app new display thats good improvement sadly error sok hard logged followings followers queued books also borrowed books missing help please
tidak bisa login,negative,tidak login
bug erornya banyak banget sudah deh kenapa enggak bikin library card terus gabung sama app libby saja susah amat negara tetangga saja bisa sama libby indonesia punya ipusnas tapi bag big bug eror,negative,bug eror banget deh enggak bikin library card gabung app libby susah negara tetangga libby indonesia ipusnas bag big bug eror
now bad application i cant login,negative,bad application cant login
saya bersyukur karena setelah sekian lama akhirnya aplikasi ini di update tapi versi terbaru ini malah membuat saya tidak bisa log ini aku hanya berharap beranda diisi dengan bukubuku populer,negative,syukur sekian aplikasi update versi baru tidak log harap beranda isi bukubuku populer
jelek,negative,jelek
setelah ada update baru ini banyak masalah mulai dari bermasalah saat login bahkan setelah login kadang akun tidak terkoneksi database buku tidak terkoneksi pencarian buku sudah tidak semudah dulu harus lebih spesifik sepertinya juga sudah tidak bisa pencarian melalui kategori bahkan yang paling parah kenapa tidak bisa mendownload buku yang telah dipinjam selalu error bagaimana bukunya bisa dibaca kalau tidak bisa didownload,negative,update masalah login login kadang akun tidak koneksi database buku tidak koneksi cari buku tidak mudah spesifik tidak cari kategori parah tidak mendownload buku pinjam error buku baca tidak didownload
sampai detik ini belum bisa log ini sudah seminggu lebih tolong diperbaiki,positive,detik log minggu tolong baik
jelek banget huft bete,negative,jelek banget huft bete
habis diupdate malah enggak bisa log ini,neutral,habis diupdate enggak log
sehabis di update tampilan sih oke tapi kenapa ya suka keluar keluar terus sudah begitu kalo minjem buku suka enggak bisa di download padahal tersedia copynya tolong ya ipusnas di perbaiki lagi aplikasinya yang minat baca itu banyak loh literasi indonesia bisa meningkat kalo aplikasinya enak dipakai,positive,habis update tampil sih oke ya suka kalo minjem buku suka enggak download sedia copynya tolong ya ipusnas baik aplikasi minat baca literasi indonesia tingkat kalo aplikasi enak pakai
the latest version is messy koneksi bagus dibilang tidak ada koneksi buka buku lama sekali kadang tidak terunggah cari buku dengan nama pengarang hasilnya tidak muncul tapi kalau cari judul buku hasilnya muncul tim qa mengapai saja,negative,latest version messy koneksi bagus bilang tidak koneksi buka buku kadang tidak unggah cari buku nama arang hasil tidak muncul cari judul buku hasil muncul tim qa kapai
the latest app is very unpleasant,neutral,latest app unpleasant
setelah terupgrade ke versi terbaru akun malah keluar dan saat mau login lagi gagal terus padahal sebelum diperbarui ipusnas nyaman banget dipakai tolong diperbaiki,positive,terupgrade versi baru akun login gagal baru ipusnas nyaman banget pakai tolong baik
buruk sekali aplikasi pemerintah satu ini begitu banyak bugs error setiap tutup dan buka aplikasi selalu ke menu daftar kenapa semua yang berbau pemerintahan selalu payah,negative,buruk aplikasi perintah bugs error tutup buka aplikasi menu daftar bau perintah payah
enggak bisa login terus,neutral,enggak login
aplikasi jelek enggak pernah ada kemajuan mau baca buku saja dipersulit,negative,aplikasi jelek enggak maju baca buku sulit
lemot banget,negative,lot banget
sebelum update aku suka sama aplikasi ini bantu banget untuk baca baca buku baru tapi setelah update akun aku enggak bisa masuk pertama disuruh ganti kata sandi setelah itu enggak bisa masukmasuk lagi mohon bantuannya kak,negative,update suka aplikasi bantu banget baca baca buku update akun enggak masuk suruh ganti sandi enggak masukmasuk mohon bantu kak
setelah update malah tidak bisa login dan tidak bisa search nama pengarang ipusnas lama bisa ayo diperbaiki nanti ratingnya saya naikkan lagi,negative,update tidak login tidak search nama arang ipusnas ayo baik ratingnya naik
maaf kok ini malah makin lemot dan enggak jelas ya aplikasinya tiba tiba logout sendiri buku yang dipinjem hilang enggak bisa login ada keterangan enggak ada sinyal padahal kencang internetnya bagaimana sih,negative,maaf lot enggak ya aplikasi logout buku dipinjem hilang enggak login terang enggak sinyal kencang internetnya sih
app logout dengan gaib login pun mustahil ajaib literasi rakyat hebat hanya ilusi sesat apakah engkau sekarat wahai ipusnas,negative,app logout gaib login mustahil ajaib literasi rakyat hebat ilusi sesat engkau sekarat ipusnas
setelah update malah makin enggak jelas whats wrong ipusnas koleksi pinjaman buku saya juga hilang semua ngeblank kecewa,neutral,update enggak whats wrong ipusnas koleksi pinjam buku hilang ngeblank kecewa
saya tidak bisa log ini dan tidak bisa buat baru sudah uninstall dan download lagi tetap tidak bisa masuk tolong segera perbaiki,negative,tidak log tidak uninstall download tidak masuk tolong baik
cant login after update,neutral,cant login update
tolong segera diperbaiki versi barunya biar bukunya bisa dibaca,positive,tolong baik versi baru biar buku baca
setelah update saya tidak bisa login ke akun saya mohon diperbaiki,negative,update tidak login akun mohon baik
eror enggak bisa login,negative,eror enggak login
halo kok habis update buku nya enggak lengkap ya kayak dulu,positive,halo habis update buku nya enggak lengkap ya kayak
woi ini kenapa deh sering error bukunya juga copynya dikit lagi susah dapetnya,negative,woi deh error buku copynya dikit susah dapetnya
enggak bisa login setelah update,neutral,enggak login update
halo ui sekarang bagus modern tapi bukunya enggak bisa dibacadiunduh lebih baik seperti yang lama saja search enginenya pun sulit harus cari by judul lebih baik by autor saja kayak dulu terima kasih,positive,halo ui bagus modern buku enggak dibacadiunduh search enginenya sulit cari judul autor kayak terima kasih
versi terbarunya tetap masih susah untuk diakses semua history pinjaman hilang mau baca buku yang sudah disimpan juga tidak bisa padahal sudah di download datanya tolong diperbaiki lagi,negative,versi baru susah akses history pinjam hilang baca buku simpan tidak download data tolong baik
bagus namun apakah sekarang ada masalah ya di aplikasinya sehingga tidak bisa masuk,negative,bagus ya aplikasi tidak masuk
i like this app its like having your own library but since last wig this app close on its own and i cant log ini back please fix itu,negative,like app like library since last wig app close cant log back please fix
after updating the newest version ini october i cant log ini tapi my account until now i dont know whats wrong with this newest version,neutral,updating newest version october cant log account dont know whats wrong newest version
error terus heran,negative,error heran
tampilannya jadi bagus tapi pas di update malah bukunya enggak ada yang bisa di buka sudah dua hari nij,negative,tampil bagus pas update buku enggak buka nij
tiba meminta update terus ke log out dan enggak bisa masuk lagi app jelek banget,negative,update log enggak masuk app jelek banget
berkalikali reinstall ipusnas tetap enggak bisa login berbulanbulan baru kali ini pakai app dengan user experience sejelek ini,negative,berkalikali reinstall ipusnas enggak login berbulanbulan kali pakai app user experience jelek
sunting tibatiba keluar dari aplikasi ipusnas dan tidak bisa masuk kembali ketika akan masuk dalam penginputan usernameemail dan password terdapat galat dalam prosesnya tolong diperbaiki secepatnya aplikasi ini sangat membantu akademisi dengan akses buku yang sulit karena berada di ujung timur indonesia,negative,sunting tibatiba aplikasi ipusnas tidak masuk masuk penginputan usernameemail password galat proses tolong baik cepat aplikasi bantu akademisi akses buku sulit ujung timur indonesia
apa yang terjadi dengan ipusnas setelah diupdate banyak buku yang tidak bisa ditemukan sebagaimana sebelumnya loadingnya begitu lama dan tidak bisa kekuar akun ditunggu update perbaikannya,negative,ipusnas diupdate buku tidak temu loadingnya tidak kuar akun tunggu update baik
jelek sekali update diperlukan untuk memperlancar ini aplikasi sebenarnya sangat berguna tapi karena masalah lag bug yang sangat mengganggu semua kegiatan dalam aplikasi jadi terhambat,negative,jelek update lancar aplikasi guna lag bug ganggu giat aplikasi hambat
after update cant login,neutral,update cant login
bukannya makin bagus malah makin jelek mau login saja susah banget harus pakai akun lain akun yang lama enggak bisa di login mana lama banget pas loginnya minusnya banyak banget plusnya cuman copyan sekaranh dibanyakin jeleekkkkk harusnya buat ratenya nih,negative,bagus jelek login susah banget pakai akun akun enggak login banget pas loginnya minus banget plus cuman copyan sekaranh dibanyakin jeleekkkkk ratenya nih
sudah update versi terbaru tetapi tidak dapat log ini sama sekali,negative,update versi baru tidak log
tidak bisa diinstal di onyx book poke,negative,tidak diinstal onyx book poke
waktu mengunakan ipusnas versi lama tidak ada hambatan justru ketika beberapa hari yang lalu aplikasi terupdate otomatis dan belum bisa login hinga sekarang karena ada persoalan dalam pengiriman data,negative,mengunakan ipusnas versi tidak hambat aplikasi terupdate otomatis login hinga kirim data
banyak bugnya padahal banyak manfaatnya log out terus log ini susah,positive,bugnya manfaat log log susah
waktu pinjem dari yang cuma hari sekarang jadi hari saja dalam kondisi ui masih jelek dan enggak bisa login bagaimana saya mau lanjutkan bacaan saya aplikasi keberatan di fitur enggak penting news friends posts etc dan susah login harusnya fokus supaya reading friendly bukan fitur enggak jelas yang cuma bikin aplikasi lemot dan error betulin dong secepatnya i cant believe i sayang this mending balikin ke ui lama kalau sejelek ini performa ui baru,negative,pinjem kondisi ui jelek enggak login lanjut baca aplikasi berat fitur enggak news friends posts etc susah login fokus reading friendly bukan fitur enggak bikin aplikasi lot error betulin cepat cant believe sayang mending balikin ui jelek performa ui
enggak bisa daftar,negative,enggak daftar
sudah hampir sebulan ya maintenance nih aplikasi menyebalkan banget baru aku unduh lagi beberapa hari ini eh sekarang sudah enggak bisa buka lagi mau sampai kapan perbaikan terus bikin enggak nyaman ini mana catatan lama hilang semua karena beda tampilan sekarang,positive,bulan ya maintenance nih aplikasi sebal banget unduh eh enggak buka baik bikin enggak nyaman catat hilang beda tampil
dear admin kenapa setelah update aplikasikok malah jadi susah banget buat log ini yamudah mudahan bisa segera diperbaiki,positive,dear admin update aplikasikok susah banget log yamudah mudah baik
susah login kenapa ya,positive,susah login ya
cannot register,neutral,register
aplikasi base milik negara tapi kok sering banget error padahal butuh referensi buku,negative,aplikasi base milik negara banget error butuh referensi buku
awalnya oke saja tapi setelah update aku ke log out otomatis dan sampai sekarang enggak bisa masuk app sedih banget,negative,oke update log otomatis enggak masuk app sedih banget
whats wrong with ipusnaswhy cant i open itu,negative,whats wrong ipusnaswhy cant open
saiki rak iso mlebu ning app ini aneh,neutral,saiki rak iso mlebu ning app aneh
too much bug cant access,neutral,much bug cant access
tampilan baru update daaan lamaaa sekali loadingnya kalo yang sebelumnya download cepat yang sekarang download lama dan saat akan baca pun lama sekali semoga segera ada perbaikan,positive,tampil update daaan lamaaa loadingnya kalo download cepat download baca moga baik
aneh enggak bisa masuk lebih baik menggunakan aplikasi yang dulu daripada update tapi enggak bisa masuk,negative,aneh enggak masuk aplikasi update enggak masuk
versi terbaru malah makin enggak jelas sering terjadi gagal download karena file tidak ditemukan padahal sudah menunggu buat dapat pinjam,negative,versi baru enggak gagal download file tidak temu tunggu pinjam
error tuh,negative,error tuh
sangat susah untuk login baik di aplikasi hp maupun pc,negative,susah login aplikasi hp pc
ada masalah apa sih ipusnas kenapa setelah update jadi bolak balik ter logout sendiri sampai susah login lagi kemarin pas bisa login dengan tampilan baru enggak bisa search dengan kata kunci nama pengarang padahal yang versi lama itu bisa,positive,sih ipusnas update bolak ter logout susah login kemarin pas login tampil enggak search kunci nama arang versi
setelah update tanggal malah enggak bisa login,negative,update tanggal enggak login
terima kasih sudah normal aplikasinya semoga copy dari buku filosofi teras dan retorika aristoteles diperbanyak supaya tidak rebutan pinjamhhe,negative,terima kasih normal aplikasi moga copy buku filosofi teras retorika aristoteles banyak tidak rebut pinjamhhe
kecewa sama ipusnas yang baru tidak bisa cari buku dengan nama pengarang tidak seperti versi yang lama buku yang sudah dipinjam tidak bisa diunduh pula,negative,kecewa ipusnas tidak cari buku nama arang tidak versi buku pinjam tidak unduh
semenjak di update dengan tampilan baru jadi jelek banget ke logout sendiri enggak bisa log ini bug terus menerus,negative,semenjak update tampil jelek banget logout enggak log bug terus
sangat tidak bisa digunakan karena error terus tolong untuk lebih ditingkatkan lagi agar tidak sering error l,negative,tidak error tolong tingkat tidak error l
setelah update malah tidak bisa buka karena tidak bisa login,negative,update tidak buka tidak login
sekarang ipusnas gampang eror apalagi kalo ada update baru malah susah buat masuk,negative,ipusnas gampang eror kalo update susah masuk
aplikasi versi lebih keren,negative,aplikasi versi keren
hi mengapa setelah update aplikasi ipusnas update tanggal jadi tidak bisa logindevice tablet sebelum update masih bisa login dan baca buku dimana bisa download apk aplikasi ipusnas yang versi lama sebelum update,negative,hi update aplikasi ipusnas update tanggal tidak logindevice tablet update login baca buku mana download apk aplikasi ipusnas versi update
app pada update terbaru berjalan baik dan buku yang available juga makin banyak,neutral,app update baru jalan buku available
ribet log ini susah cuman bisa di akses lewat jaringan gsmmobilelwt jaringan wifi enggak bisa diaksesngasih ilmu kok pelit uninstall,positive,ribet log susah cuman akses jaring gsmmobilelwt jaring wifi enggak diaksesngasih ilmu pelit uninstall
bagus tapi bugnya banyak banget,negative,bagus bugnya banget
ngecrash parah di update terbaru langsung ke close sendiri waktu mau buka,negative,ngecrash parah update baru langsung close buka
ui kurang nyaman adakan fitur filter misal dari buku paling populer atau berdasarkan penulis buku terjemahan dsb sulit mencari buku yang diinginkan harus lihat rekomendasi dari pihak luar kalau buku tersebut ternyata ada di ipusnas,positive,ui nyaman adakan fitur filter buku populer dasar tulis buku terjemah dsb sulit cari buku lihat rekomendasi buku ipusnas
lemot sekali konsepnya bagus masih perlu banyak perbaikan semoga bisa lebih baik,negative,lot konsep bagus baik moga
absurd the app asking access tapi photos,positive,absurd app asking access photos
the book collection is incomplete the queue tapi borrow is quite long even up tapi hundreds of queues,neutral,book collection incomplete queue borrow quite long even hundreds queues
what an awful app tolong perbaiki lagi kecepatan aplikasinya sering error dan tidak sinkron,negative,awful app tolong baik cepat aplikasi error tidak sinkron
koleksi bukunya lumayan lengkap ada buku self improv novel resep masakan cerpen dsb saran saja buat aplikasi ini bisa tambahkan fitur share kutipan tulisan atau screenshot tapi diberi watermarkdi batasi begitu biar bisa review ebook juga di medsos,neutral,koleksi buku lumayan lengkap buku self improv novel resep masakan cerpen dsb saran aplikasi tambah fitur share kutip tulis screenshot watermarkdi batas biar review ebook medsos
terimakasih berkat ini aku bisa mendapat banyak literasi secara gratis,positive,terimakasih berkat literasi gratis
gampang eror anjir ah malas,negative,gampang eror anjir ah malas
seperti biasa apapun yang dipegang pemerintah selalu cacat,negative,apa pegang perintah cacat
tidak bisa login sejak ada update baru selalu forced stop,negative,tidak login update forced stop
lama lodingnya,neutral,lodingnya
i have updated the app but still cannot open itu why,negative,updated app still open
setelah diupdate malah tidak bisa masuk ke aplikasi sama sekali,negative,diupdate tidak masuk aplikasi
mungkin untuk sekarang masih baik tapi kenapa ya saya tidak bisa menandai teks pada buku yang saya baca apa terjadi eror mohon perbaikan nya ya kak terima kasih,positive,ya tidak tanda teks buku baca eror mohon baik nya ya kak terima kasih
dear ipusnas please fix the bug kemarinkemarin kalo mau minjem buku bisa baru saja sekarang log ini lagi malah enggak bisa minjem buku bagaimana nih wahai ipusnas dimohon untuk kasih pencerahannya apl ini benaran membantu banget buat sumber karya tulis buat yang malas ke perpus langsung tolong mendengarkan apa kata rakyat user apl maksudnya ya bantuin jelasin benerin pls banget ini mah,positive,dear ipusnas please fix bug kemarinkemarin kalo minjem buku log enggak minjem buku nih ipusnas mohon kasih cerah apl benar bantu banget sumber karya tulis malas pus langsung tolong dengar rakyat user apl maksud ya bantuin jelasin benerin pls banget mah
thanks setidaknya dengan baca buku walau enggak ada buku bisa mengalihkan depresi ke arah yang lebih positif ketimbang terjebak pada dunia hitam yang kelam,negative,thanks baca buku enggak buku alih depresi arah positif ketimbang jebak dunia hitam kelam
astaga register enggak bisa load book tanpa login enggak bisa kalau buat tender aplikasi jangan kebanyakan dipotong untuk panitia atau pokjanya,negative,astaga register enggak load book login enggak tender aplikasi banyak potong panitia pokjanya
after updating i can not accesssign ini,neutral,updating accesssign
terima kasih sudah mengembalikan ipusnas mobile ke versi lama next time kalau mau rilis versi baru pastikan sudah stabil dan siap dirilis karena kemarin banyak fitur seperti history yang jadi hilang lalu buku yang sudah dipinjam juga hilang semoga bisa lebih baik lagi love ipusnas,positive,terima kasih kembali ipusnas mobile versi next time rilis versi pasti stabil rilis kemarin fitur history hilang buku pinjam hilang moga love ipusnas
tolong segera perbaiki bugnya ada banyak sekali tbr yang ingin saya baca dan sudah saya pinjam saya takut saat sedang perbaikan buku yang saya pinjam sudah dikembalikan secara otomatis,positive,tolong baik bugnya tbr baca pinjam takut baik buku pinjam kembali otomatis
sering maintenance tapi masih banyak bugnya saya kecewa dengan kinerja aplikasi ini entah itu aplikasi versi mobile maupun pc,negative,maintenance bugnya kecewa kerja aplikasi aplikasi versi mobile pc
