content,case_folding,cleaning,slang,tokenizing,filtered,stemmed,final_text,sentimentLabel
"Setelah update lemot bgt, mau liat deskripsi buku aja setaun","setelah update lemot bgt, mau liat deskripsi buku aja setaun",setelah update lemot bgt mau liat deskripsi buku aja setaun,setelah update lemot banget mau lihat deskripsi buku saja setaun,"['setelah', 'update', 'lemot', 'banget', 'mau', 'lihat', 'deskripsi', 'buku', 'saja', 'setaun']","['update', 'lemot', 'banget', 'lihat', 'deskripsi', 'buku', 'setaun']","['update', 'lot', 'banget', 'lihat', 'deskripsi', 'buku', 'taun']",update lot banget lihat deskripsi buku taun,neutral
"Setelah dikembangkan, aplikasinya justru susah diakses.","setelah dikembangkan, aplikasinya justru susah diakses.",setelah dikembangkan aplikasinya justru susah diakses,setelah dikembangkan aplikasinya justru susah diakses,"['setelah', 'dikembangkan', 'aplikasinya', 'justru', 'susah', 'diakses']","['dikembangkan', 'aplikasinya', 'susah', 'diakses']","['kembang', 'aplikasi', 'susah', 'akses']",kembang aplikasi susah akses,negative
"Aplikasi dongok muter"" Terus, yg buat anak magang","aplikasi dongok muter"" terus, yg buat anak magang",aplikasi dongok muter terus yg buat anak magang,aplikasi dongok muter terus yang buat anak magang,"['aplikasi', 'dongok', 'muter', 'terus', 'yang', 'buat', 'anak', 'magang']","['aplikasi', 'dongok', 'muter', 'anak', 'magang']","['aplikasi', 'dongok', 'muter', 'anak', 'magang']",aplikasi dongok muter anak magang,negative
"The app is really bad. So many bugs! I've been logged out automatically, and hardly get back to my account. Please fix this issue as soon as possible!","the app is really bad. so many bugs! i've been logged out automatically, and hardly get back to my account. please fix this issue as soon as possible!",the app is really bad so many bugs ive been logged out automatically and hardly get back to my account please fix this issue as soon as possible,the app is really bad sok many bugs ive been logged out automatically and hardly get back tapi my account please fix this issue as soon as possible,"['the', 'app', 'is', 'really', 'bad', 'sok', 'many', 'bugs', 'ive', 'been', 'logged', 'out', 'automatically', 'and', 'hardly', 'get', 'back', 'tapi', 'my', 'account', 'please', 'fix', 'this', 'issue', 'as', 'soon', 'as', 'possible']","['app', 'really', 'bad', 'sok', 'many', 'bugs', 'ive', 'logged', 'automatically', 'hardly', 'get', 'back', 'account', 'please', 'fix', 'issue', 'soon', 'possible']","['app', 'really', 'bad', 'sok', 'many', 'bugs', 'ive', 'logged', 'automatically', 'hardly', 'get', 'back', 'account', 'please', 'fix', 'issue', 'soon', 'possible']",app really bad sok many bugs ive logged automatically hardly get back account please fix issue soon possible,negative
"So ugly, updated but I logged off from my account out of sudden. And also, I couldn't log my account in after the update.","so ugly, updated but i logged off from my account out of sudden. and also, i couldn't log my account in after the update.",so ugly updated but i logged off from my account out of sudden and also i couldnt log my account in after the update,sok ugly updated but i logged off from my account out of sudden and also i couldnt log my account ini after the update,"['sok', 'ugly', 'updated', 'but', 'i', 'logged', 'off', 'from', 'my', 'account', 'out', 'of', 'sudden', 'and', 'also', 'i', 'couldnt', 'log', 'my', 'account', 'ini', 'after', 'the', 'update']","['sok', 'ugly', 'updated', 'logged', 'account', 'sudden', 'also', 'couldnt', 'log', 'account', 'update']","['sok', 'ugly', 'updated', 'logged', 'account', 'sudden', 'also', 'couldnt', 'log', 'account', 'update']",sok ugly updated logged account sudden also couldnt log account update,negative
can't even log in after updating it,can't even log in after updating it,cant even log in after updating it,cant even log ini after updating itu,"['cant', 'even', 'log', 'ini', 'after', 'updating', 'itu']","['cant', 'even', 'log', 'updating']","['cant', 'even', 'log', 'updating']",cant even log updating,negative
"lag bgt, ke log out mulu ih.","lag bgt, ke log out mulu ih.",lag bgt ke log out mulu ih,lag banget ke log out mulu ih,"['lag', 'banget', 'ke', 'log', 'out', 'mulu', 'ih']","['lag', 'banget', 'log', 'mulu', 'ih']","['lag', 'banget', 'log', 'mulu', 'ih']",lag banget log mulu ih,negative
Kalo bisa ngasih bintang 1 berkali-kali udah saya spam ini kolom review. Ga ada perbaikan sama sekali,kalo bisa ngasih bintang 1 berkali-kali udah saya spam ini kolom review. ga ada perbaikan sama sekali,kalo bisa ngasih bintang berkalikali udah saya spam ini kolom review ga ada perbaikan sama sekali,kalo bisa mengasih bintang berkalikali sudah saya spam ini kolom review enggak ada perbaikan sama sekali,"['kalo', 'bisa', 'mengasih', 'bintang', 'berkalikali', 'sudah', 'saya', 'spam', 'ini', 'kolom', 'review', 'enggak', 'ada', 'perbaikan', 'sama', 'sekali']","['kalo', 'mengasih', 'bintang', 'berkalikali', 'spam', 'kolom', 'review', 'enggak', 'perbaikan']","['kalo', 'asih', 'bintang', 'berkalikali', 'spam', 'kolom', 'review', 'enggak', 'masalah']",kalo asih bintang berkalikali spam kolom review enggak masalah,neutral
"Setelah update terbaru, malah sering gagal login menggunakan akun Google. Kadang loading menu utama pun gagal.","setelah update terbaru, malah sering gagal login menggunakan akun google. kadang loading menu utama pun gagal.",setelah update terbaru malah sering gagal login menggunakan akun google kadang loading menu utama pun gagal,setelah update terbaru malah sering gagal login menggunakan akun google kadang loading menu utama pun gagal,"['setelah', 'update', 'terbaru', 'malah', 'sering', 'gagal', 'login', 'menggunakan', 'akun', 'google', 'kadang', 'loading', 'menu', 'utama', 'pun', 'gagal']","['update', 'terbaru', 'gagal', 'login', 'akun', 'google', 'kadang', 'loading', 'menu', 'utama', 'gagal']","['update', 'baru', 'gagal', 'login', 'akun', 'google', 'kadang', 'loading', 'menu', 'utama', 'gagal']",update baru gagal login akun google kadang loading menu utama gagal,neutral
Woe app nya malah nge bug mulu nih min abis diupdate,woe app nya malah nge bug mulu nih min abis diupdate,woe app nya malah nge bug mulu nih min abis diupdate,woe app nya malah nge bug mulu nih min habis diupdate,"['woe', 'app', 'nya', 'malah', 'nge', 'bug', 'mulu', 'nih', 'min', 'habis', 'diupdate']","['woe', 'app', 'nya', 'nge', 'bug', 'mulu', 'nih', 'min', 'habis', 'diupdate']","['woe', 'app', 'nya', 'nge', 'bug', 'mulu', 'nih', 'min', 'habis', 'diupdate']",woe app nya nge bug mulu nih min habis diupdate,negative
"Ngebug, ga bisa dibuka.","ngebug, ga bisa dibuka.",ngebug ga bisa dibuka,ngebug enggak bisa dibuka,"['ngebug', 'enggak', 'bisa', 'dibuka']","['ngebug', 'enggak', 'dibuka']","['ngebug', 'enggak', 'buka']",ngebug enggak buka,negative
"Tolong sistemnya diperbaiki, desain aplikasi lebih dipermudah dan simpel, untuk memudahkan pembaca dalam menyortir buku dengan baik. Saran saya, update keseluruhan aplikasinya, mulai dari icon dan desain (terlalu old-fashioned dan ribet), arsip buku yg telah dibaca, tambahkan perpustakaan khusus dari antrian buku.","tolong sistemnya diperbaiki, desain aplikasi lebih dipermudah dan simpel, untuk memudahkan pembaca dalam menyortir buku dengan baik. saran saya, update keseluruhan aplikasinya, mulai dari icon dan desain (terlalu old-fashioned dan ribet), arsip buku yg telah dibaca, tambahkan perpustakaan khusus dari antrian buku.",tolong sistemnya diperbaiki desain aplikasi lebih dipermudah dan simpel untuk memudahkan pembaca dalam menyortir buku dengan baik saran saya update keseluruhan aplikasinya mulai dari icon dan desain terlalu oldfashioned dan ribet arsip buku yg telah dibaca tambahkan perpustakaan khusus dari antrian buku,tolong sistemnya diperbaiki desain aplikasi lebih dipermudah dan simpel untuk memudahkan pembaca dalam menyortir buku dengan baik saran saya update keseluruhan aplikasinya mulai dari icon dan desain terlalu oldfashioned dan ribet arsip buku yang telah dibaca tambahkan perpustakaan khusus dari antrian buku,"['tolong', 'sistemnya', 'diperbaiki', 'desain', 'aplikasi', 'lebih', 'dipermudah', 'dan', 'simpel', 'untuk', 'memudahkan', 'pembaca', 'dalam', 'menyortir', 'buku', 'dengan', 'baik', 'saran', 'saya', 'update', 'keseluruhan', 'aplikasinya', 'mulai', 'dari', 'icon', 'dan', 'desain', 'terlalu', 'oldfashioned', 'dan', 'ribet', 'arsip', 'buku', 'yang', 'telah', 'dibaca', 'tambahkan', 'perpustakaan', 'khusus', 'dari', 'antrian', 'buku']","['tolong', 'sistemnya', 'diperbaiki', 'desain', 'aplikasi', 'dipermudah', 'simpel', 'memudahkan', 'pembaca', 'menyortir', 'buku', 'saran', 'update', 'aplikasinya', 'icon', 'desain', 'oldfashioned', 'ribet', 'arsip', 'buku', 'dibaca', 'tambahkan', 'perpustakaan', 'khusus', 'antrian', 'buku']","['tolong', 'sistem', 'masalah', 'desain', 'aplikasi', 'mudah', 'simpel', 'mudah', 'baca', 'sortir', 'buku', 'saran', 'update', 'aplikasi', 'icon', 'desain', 'oldfashioned', 'ribet', 'arsip', 'buku', 'baca', 'tambah', 'pustaka', 'khusus', 'antri', 'buku']",tolong sistem masalah desain aplikasi mudah simpel mudah baca sortir buku saran update aplikasi icon desain oldfashioned ribet arsip buku baca tambah pustaka khusus antri buku,neutral
"Gak jelas, gak bisa dibuka","gak jelas, gak bisa dibuka",gak jelas gak bisa dibuka,enggak jelas enggak bisa dibuka,"['enggak', 'jelas', 'enggak', 'bisa', 'dibuka']","['enggak', 'enggak', 'dibuka']","['enggak', 'enggak', 'buka']",enggak enggak buka,negative
Bukunya ga lengkap :( pdhl ini nasional loh,bukunya ga lengkap :( pdhl ini nasional loh,bukunya ga lengkap pdhl ini nasional loh,bukunya enggak lengkap padahal ini nasional loh,"['bukunya', 'enggak', 'lengkap', 'padahal', 'ini', 'nasional', 'loh']","['bukunya', 'enggak', 'lengkap', 'nasional']","['buku', 'enggak', 'lengkap', 'nasional']",buku enggak lengkap nasional,negative
"tidak ada notifikasi dari buku yang akan dipinjam, dan sistem antreannya lama.","tidak ada notifikasi dari buku yang akan dipinjam, dan sistem antreannya lama.",tidak ada notifikasi dari buku yang akan dipinjam dan sistem antreannya lama,tidak ada notifikasi dari buku yang akan dipinjam dan sistem antreannya lama,"['tidak', 'ada', 'notifikasi', 'dari', 'buku', 'yang', 'akan', 'dipinjam', 'dan', 'sistem', 'antreannya', 'lama']","['tidak', 'notifikasi', 'buku', 'dipinjam', 'sistem', 'antreannya']","['tidak', 'notifikasi', 'buku', 'pinjam', 'sistem', 'antre']",tidak notifikasi buku pinjam sistem antre,neutral
Niceee,niceee,niceee,niceee,['niceee'],['niceee'],['niceee'],niceee,negative
"Loading awal lambat banget sampe bosen nunggu nya, agak aneh utk aplikasi membaca tapi minta permission utk akses music library, foto dan contact","loading awal lambat banget sampe bosen nunggu nya, agak aneh utk aplikasi membaca tapi minta permission utk akses music library, foto dan contact",loading awal lambat banget sampe bosen nunggu nya agak aneh utk aplikasi membaca tapi minta permission utk akses music library foto dan contact,loading awal lambat banget sampai bosan menunggu nya agak aneh untuk aplikasi membaca tapi meminta permission untuk akses music library foto dan contact,"['loading', 'awal', 'lambat', 'banget', 'sampai', 'bosan', 'menunggu', 'nya', 'agak', 'aneh', 'untuk', 'aplikasi', 'membaca', 'tapi', 'meminta', 'permission', 'untuk', 'akses', 'music', 'library', 'foto', 'dan', 'contact']","['loading', 'lambat', 'banget', 'bosan', 'menunggu', 'nya', 'aneh', 'aplikasi', 'membaca', 'permission', 'akses', 'music', 'library', 'foto', 'contact']","['loading', 'lambat', 'banget', 'bosan', 'tunggu', 'nya', 'aneh', 'aplikasi', 'baca', 'permission', 'akses', 'music', 'library', 'foto', 'contact']",loading lambat banget bosan tunggu nya aneh aplikasi baca permission akses music library foto contact,negative
Too much bugs that my phone suggested me to put this app in deep sleep in order to get my phone running smoothly,too much bugs that my phone suggested me to put this app in deep sleep in order to get my phone running smoothly,too much bugs that my phone suggested me to put this app in deep sleep in order to get my phone running smoothly,too much bugs that my phone suggested me tapi put this app ini deep sleep ini order tapi get my phone running smoothly,"['too', 'much', 'bugs', 'that', 'my', 'phone', 'suggested', 'me', 'tapi', 'put', 'this', 'app', 'ini', 'deep', 'sleep', 'ini', 'order', 'tapi', 'get', 'my', 'phone', 'running', 'smoothly']","['much', 'bugs', 'phone', 'suggested', 'put', 'app', 'deep', 'sleep', 'order', 'get', 'phone', 'running', 'smoothly']","['much', 'bugs', 'phone', 'suggested', 'put', 'app', 'deep', 'sleep', 'order', 'get', 'phone', 'running', 'smoothly']",much bugs phone suggested put app deep sleep order get phone running smoothly,negative
sering gak bisa dibuka,sering gak bisa dibuka,sering gak bisa dibuka,sering enggak bisa dibuka,"['sering', 'enggak', 'bisa', 'dibuka']","['enggak', 'dibuka']","['enggak', 'buka']",enggak buka,negative
"Overall good, but now if i want use app, it crashed, and my borrowed books just disappear after 2-3 days","overall good, but now if i want use app, it crashed, and my borrowed books just disappear after 2-3 days",overall good but now if i want use app it crashed and my borrowed books just disappear after days,overall good but now if i want use app itu crashed and my borrowed books just disappear after days,"['overall', 'good', 'but', 'now', 'if', 'i', 'want', 'use', 'app', 'itu', 'crashed', 'and', 'my', 'borrowed', 'books', 'just', 'disappear', 'after', 'days']","['overall', 'good', 'want', 'use', 'app', 'crashed', 'borrowed', 'books', 'disappear', 'days']","['overall', 'good', 'want', 'use', 'app', 'crashed', 'borrowed', 'books', 'disappear', 'days']",overall good want use app crashed borrowed books disappear days,negative
kok aplikasi yg paling update gabisa download buku ya?,kok aplikasi yg paling update gabisa download buku ya?,kok aplikasi yg paling update gabisa download buku ya,kok aplikasi yang paling update enggak bisa download buku ya,"['kok', 'aplikasi', 'yang', 'paling', 'update', 'enggak', 'bisa', 'download', 'buku', 'ya']","['aplikasi', 'update', 'enggak', 'download', 'buku', 'ya']","['aplikasi', 'update', 'enggak', 'download', 'buku', 'ya']",aplikasi update enggak download buku ya,negative
"Dulu ini adalah aplikasi terampas, udah mah buku bukunya jadul, sering error lagi. Sekarang ini aplikasi favorit saya huhuhu seneng banget aplikasi ini bisa berkembang dan dananya tidak di korupsi. Sangat bermanfaat sekali. Banyak banget sekarang buku buku terbarunya, semoga bisa terus berkembang dan di update terus buku buku terbarunya huhuhuhu terharu pemerintah sudah mulai peduli terhadap literasi. Terimakasih kepada siapapun yang terlibat dalam pembuatan aplikasi ini. Ini seperti mimpi","dulu ini adalah aplikasi terampas, udah mah buku bukunya jadul, sering error lagi. sekarang ini aplikasi favorit saya huhuhu seneng banget aplikasi ini bisa berkembang dan dananya tidak di korupsi. sangat bermanfaat sekali. banyak banget sekarang buku buku terbarunya, semoga bisa terus berkembang dan di update terus buku buku terbarunya huhuhuhu terharu pemerintah sudah mulai peduli terhadap literasi. terimakasih kepada siapapun yang terlibat dalam pembuatan aplikasi ini. ini seperti mimpi",dulu ini adalah aplikasi terampas udah mah buku bukunya jadul sering error lagi sekarang ini aplikasi favorit saya huhuhu seneng banget aplikasi ini bisa berkembang dan dananya tidak di korupsi sangat bermanfaat sekali banyak banget sekarang buku buku terbarunya semoga bisa terus berkembang dan di update terus buku buku terbarunya huhuhuhu terharu pemerintah sudah mulai peduli terhadap literasi terimakasih kepada siapapun yang terlibat dalam pembuatan aplikasi ini ini seperti mimpi,dulu ini adalah aplikasi terampas sudah mah buku bukunya jadul sering error lagi sekarang ini aplikasi favorit saya huhuhu senang banget aplikasi ini bisa berkembang dan dananya tidak di korupsi sangat bermanfaat sekali banyak banget sekarang buku buku terbarunya semoga bisa terus berkembang dan di update terus buku buku terbarunya huhuhuhu terharu pemerintah sudah mulai peduli terhadap literasi terimakasih kepada siapapun yang terlibat dalam pembuatan aplikasi ini ini seperti mimpi,"['dulu', 'ini', 'adalah', 'aplikasi', 'terampas', 'sudah', 'mah', 'buku', 'bukunya', 'jadul', 'sering', 'error', 'lagi', 'sekarang', 'ini', 'aplikasi', 'favorit', 'saya', 'huhuhu', 'senang', 'banget', 'aplikasi', 'ini', 'bisa', 'berkembang', 'dan', 'dananya', 'tidak', 'di', 'korupsi', 'sangat', 'bermanfaat', 'sekali', 'banyak', 'banget', 'sekarang', 'buku', 'buku', 'terbarunya', 'semoga', 'bisa', 'terus', 'berkembang', 'dan', 'di', 'update', 'terus', 'buku', 'buku', 'terbarunya', 'huhuhuhu', 'terharu', 'pemerintah', 'sudah', 'mulai', 'peduli', 'terhadap', 'literasi', 'terimakasih', 'kepada', 'siapapun', 'yang', 'terlibat', 'dalam', 'pembuatan', 'aplikasi', 'ini', 'ini', 'seperti', 'mimpi']","['aplikasi', 'terampas', 'mah', 'buku', 'bukunya', 'jadul', 'error', 'aplikasi', 'favorit', 'huhuhu', 'senang', 'banget', 'aplikasi', 'berkembang', 'dananya', 'tidak', 'korupsi', 'bermanfaat', 'banget', 'buku', 'buku', 'terbarunya', 'semoga', 'berkembang', 'update', 'buku', 'buku', 'terbarunya', 'huhuhuhu', 'terharu', 'pemerintah', 'peduli', 'literasi', 'terimakasih', 'terlibat', 'pembuatan', 'aplikasi', 'mimpi']","['aplikasi', 'ampas', 'mah', 'buku', 'buku', 'jadul', 'error', 'aplikasi', 'favorit', 'huhuhu', 'senang', 'banget', 'aplikasi', 'kembang', 'dana', 'tidak', 'korupsi', 'manfaat', 'banget', 'buku', 'buku', 'baru', 'moga', 'kembang', 'update', 'buku', 'buku', 'baru', 'huhuhuhu', 'haru', 'perintah', 'peduli', 'literasi', 'terimakasih', 'libat', 'buat', 'aplikasi', 'mimpi']",aplikasi ampas mah buku buku jadul error aplikasi favorit huhuhu senang banget aplikasi kembang dana tidak korupsi manfaat banget buku buku baru moga kembang update buku buku baru huhuhuhu haru perintah peduli literasi terimakasih libat buat aplikasi mimpi,positive
bad app..take so much time to open,bad app..take so much time to open,bad apptake so much time to open,bad apptake sok much time tapi open,"['bad', 'apptake', 'sok', 'much', 'time', 'tapi', 'open']","['bad', 'apptake', 'sok', 'much', 'time', 'open']","['bad', 'apptake', 'sok', 'much', 'time', 'open']",bad apptake sok much time open,negative
ada jokowinya,ada jokowinya,ada jokowinya,ada jokowinya,"['ada', 'jokowinya']",['jokowinya'],['jokowinya'],jokowinya,negative
"Copy buku cuma sedikit (jadi sering ngantri buku, dan ofc yang ngantri banyak), buku dan penulis ga begitu lengkap, sering error nyari apa yang keluar apa, kadang pas buka aplikasi aplikasi ketutup sendiri, atau penanda buku hilang... What's good just I can read from this app secara gratis. Fix the bug n banyakin judul buku for the better","copy buku cuma sedikit (jadi sering ngantri buku, dan ofc yang ngantri banyak), buku dan penulis ga begitu lengkap, sering error nyari apa yang keluar apa, kadang pas buka aplikasi aplikasi ketutup sendiri, atau penanda buku hilang... what's good just i can read from this app secara gratis. fix the bug n banyakin judul buku for the better",copy buku cuma sedikit jadi sering ngantri buku dan ofc yang ngantri banyak buku dan penulis ga begitu lengkap sering error nyari apa yang keluar apa kadang pas buka aplikasi aplikasi ketutup sendiri atau penanda buku hilang whats good just i can read from this app secara gratis fix the bug n banyakin judul buku for the better,copy buku cuma sedikit jadi sering mengantri buku dan ofc yang mengantri banyak buku dan penulis enggak begitu lengkap sering error mencari apa yang keluar apa kadang pas buka aplikasi aplikasi ketutup sendiri atau penanda buku hilang whats good just i can read from this app secara gratis fix the bug n membanyaki judul buku for the better,"['copy', 'buku', 'cuma', 'sedikit', 'jadi', 'sering', 'mengantri', 'buku', 'dan', 'ofc', 'yang', 'mengantri', 'banyak', 'buku', 'dan', 'penulis', 'enggak', 'begitu', 'lengkap', 'sering', 'error', 'mencari', 'apa', 'yang', 'keluar', 'apa', 'kadang', 'pas', 'buka', 'aplikasi', 'aplikasi', 'ketutup', 'sendiri', 'atau', 'penanda', 'buku', 'hilang', 'whats', 'good', 'just', 'i', 'can', 'read', 'from', 'this', 'app', 'secara', 'gratis', 'fix', 'the', 'bug', 'n', 'membanyaki', 'judul', 'buku', 'for', 'the', 'better']","['copy', 'buku', 'mengantri', 'buku', 'ofc', 'mengantri', 'buku', 'penulis', 'enggak', 'lengkap', 'error', 'mencari', 'kadang', 'pas', 'buka', 'aplikasi', 'aplikasi', 'ketutup', 'penanda', 'buku', 'hilang', 'whats', 'good', 'read', 'app', 'gratis', 'fix', 'bug', 'n', 'membanyaki', 'judul', 'buku', 'better']","['copy', 'buku', 'antri', 'buku', 'ofc', 'antri', 'buku', 'tulis', 'enggak', 'lengkap', 'error', 'cari', 'kadang', 'pas', 'buka', 'aplikasi', 'aplikasi', 'tutup', 'tanda', 'buku', 'hilang', 'whats', 'good', 'read', 'app', 'gratis', 'fix', 'bug', 'n', 'banyak', 'judul', 'buku', 'better']",copy buku antri buku ofc antri buku tulis enggak lengkap error cari kadang pas buka aplikasi aplikasi tutup tanda buku hilang whats good read app gratis fix bug n banyak judul buku better,negative
"Tidak terlalu buruk, perbanyak lagi buku-bukunya supaya para pembaca makin senang untuk mendownload seperti beberapa rekan saya","tidak terlalu buruk, perbanyak lagi buku-bukunya supaya para pembaca makin senang untuk mendownload seperti beberapa rekan saya",tidak terlalu buruk perbanyak lagi bukubukunya supaya para pembaca makin senang untuk mendownload seperti beberapa rekan saya,tidak terlalu buruk perbanyak lagi bukubukunya supaya para pembaca makin senang untuk mendownload seperti beberapa rekan saya,"['tidak', 'terlalu', 'buruk', 'perbanyak', 'lagi', 'bukubukunya', 'supaya', 'para', 'pembaca', 'makin', 'senang', 'untuk', 'mendownload', 'seperti', 'beberapa', 'rekan', 'saya']","['tidak', 'buruk', 'perbanyak', 'bukubukunya', 'pembaca', 'senang', 'mendownload', 'rekan']","['tidak', 'buruk', 'banyak', 'bukubukunya', 'baca', 'senang', 'mendownload', 'rekan']",tidak buruk banyak bukubukunya baca senang mendownload rekan,positive
"the look is very old, so many bugs😝😨🥶👿🤡🥸","the look is very old, so many bugs😝😨🥶👿🤡🥸",the look is very old so many bugs,the look is very old sok many bugs,"['the', 'look', 'is', 'very', 'old', 'sok', 'many', 'bugs']","['look', 'old', 'sok', 'many', 'bugs']","['look', 'old', 'sok', 'many', 'bugs']",look old sok many bugs,negative
"aplikasi pemerintah kok jelek bat heran. ui ga menarik, banyak bug, ga ada notif buku available ketika ngantri, pun sistem ngantrinya gak jelas. udah namanya antri tapi ketika ada orang return kita harus war lagi, apanya yang antri kalo gitu... plis sistemnya diperbaiki lagi. app ini sebenernya ngebantu banget ketika lagi pengen baca buku tapi nggak ada budget banyak, tapi sistemnya huft bikin elus dada","aplikasi pemerintah kok jelek bat heran. ui ga menarik, banyak bug, ga ada notif buku available ketika ngantri, pun sistem ngantrinya gak jelas. udah namanya antri tapi ketika ada orang return kita harus war lagi, apanya yang antri kalo gitu... plis sistemnya diperbaiki lagi. app ini sebenernya ngebantu banget ketika lagi pengen baca buku tapi nggak ada budget banyak, tapi sistemnya huft bikin elus dada",aplikasi pemerintah kok jelek bat heran ui ga menarik banyak bug ga ada notif buku available ketika ngantri pun sistem ngantrinya gak jelas udah namanya antri tapi ketika ada orang return kita harus war lagi apanya yang antri kalo gitu plis sistemnya diperbaiki lagi app ini sebenernya ngebantu banget ketika lagi pengen baca buku tapi nggak ada budget banyak tapi sistemnya huft bikin elus dada,aplikasi pemerintah kok jelek banget heran ui enggak menarik banyak bug enggak ada notif buku available ketika mengantri pun sistem ngantrinya enggak jelas sudah namanya antri tapi ketika ada orang return kita harus war lagi apanya yang antri kalo begitu plis sistemnya diperbaiki lagi app ini sebenarnya membantu banget ketika lagi pengin baca buku tapi enggak ada budget banyak tapi sistemnya huft bikin elus dada,"['aplikasi', 'pemerintah', 'kok', 'jelek', 'banget', 'heran', 'ui', 'enggak', 'menarik', 'banyak', 'bug', 'enggak', 'ada', 'notif', 'buku', 'available', 'ketika', 'mengantri', 'pun', 'sistem', 'ngantrinya', 'enggak', 'jelas', 'sudah', 'namanya', 'antri', 'tapi', 'ketika', 'ada', 'orang', 'return', 'kita', 'harus', 'war', 'lagi', 'apanya', 'yang', 'antri', 'kalo', 'begitu', 'plis', 'sistemnya', 'diperbaiki', 'lagi', 'app', 'ini', 'sebenarnya', 'membantu', 'banget', 'ketika', 'lagi', 'pengin', 'baca', 'buku', 'tapi', 'enggak', 'ada', 'budget', 'banyak', 'tapi', 'sistemnya', 'huft', 'bikin', 'elus', 'dada']","['aplikasi', 'pemerintah', 'jelek', 'banget', 'heran', 'ui', 'enggak', 'menarik', 'bug', 'enggak', 'notif', 'buku', 'available', 'mengantri', 'sistem', 'ngantrinya', 'enggak', 'namanya', 'antri', 'orang', 'return', 'war', 'apanya', 'antri', 'kalo', 'plis', 'sistemnya', 'diperbaiki', 'app', 'membantu', 'banget', 'pengin', 'baca', 'buku', 'enggak', 'budget', 'sistemnya', 'huft', 'bikin', 'elus', 'dada']","['aplikasi', 'perintah', 'jelek', 'banget', 'heran', 'ui', 'enggak', 'tarik', 'bug', 'enggak', 'notif', 'buku', 'available', 'antri', 'sistem', 'ngantrinya', 'enggak', 'nama', 'antri', 'orang', 'return', 'war', 'apa', 'antri', 'kalo', 'plis', 'sistem', 'masalah', 'app', 'bantu', 'banget', 'pengin', 'baca', 'buku', 'enggak', 'budget', 'sistem', 'huft', 'bikin', 'elus', 'dada']",aplikasi perintah jelek banget heran ui enggak tarik bug enggak notif buku available antri sistem ngantrinya enggak nama antri orang return war apa antri kalo plis sistem masalah app bantu banget pengin baca buku enggak budget sistem huft bikin elus dada,negative
"sebulan terakhir ini aplikasinya selalu force stop setiap kali saya mau baca buku, padahal seharusnya device saya masih kompatibel. dan saya tidak memiliki masalah dengan koneksi internet. karena saya gak bisa pake aplikasi ini lagi, akhirnya saya uninstall.","sebulan terakhir ini aplikasinya selalu force stop setiap kali saya mau baca buku, padahal seharusnya device saya masih kompatibel. dan saya tidak memiliki masalah dengan koneksi internet. karena saya gak bisa pake aplikasi ini lagi, akhirnya saya uninstall.",sebulan terakhir ini aplikasinya selalu force stop setiap kali saya mau baca buku padahal seharusnya device saya masih kompatibel dan saya tidak memiliki masalah dengan koneksi internet karena saya gak bisa pake aplikasi ini lagi akhirnya saya uninstall,sebulan terakhir ini aplikasinya selalu force stop setiap kali saya mau baca buku padahal seharusnya device saya masih kompatibel dan saya tidak memiliki masalah dengan koneksi internet karena saya enggak bisa pakai aplikasi ini lagi akhirnya saya uninstall,"['sebulan', 'terakhir', 'ini', 'aplikasinya', 'selalu', 'force', 'stop', 'setiap', 'kali', 'saya', 'mau', 'baca', 'buku', 'padahal', 'seharusnya', 'device', 'saya', 'masih', 'kompatibel', 'dan', 'saya', 'tidak', 'memiliki', 'masalah', 'dengan', 'koneksi', 'internet', 'karena', 'saya', 'enggak', 'bisa', 'pakai', 'aplikasi', 'ini', 'lagi', 'akhirnya', 'saya', 'uninstall']","['sebulan', 'aplikasinya', 'force', 'stop', 'kali', 'baca', 'buku', 'device', 'kompatibel', 'tidak', 'memiliki', 'koneksi', 'internet', 'enggak', 'pakai', 'aplikasi', 'uninstall']","['bulan', 'aplikasi', 'force', 'stop', 'kali', 'baca', 'buku', 'device', 'kompatibel', 'tidak', 'milik', 'koneksi', 'internet', 'enggak', 'pakai', 'aplikasi', 'uninstall']",bulan aplikasi force stop kali baca buku device kompatibel tidak milik koneksi internet enggak pakai aplikasi uninstall,neutral
