final_text,sentimentLabel
data hilang update versi hahahaha,neutral
worst reading app ever enggak normal banget app kirim email komplain kualitas parah sih,negative
ereader ram gb tidak update minimal ram gb,negative
halo kak apresiasi update ipusnas sayang device onyx boox versi updatenya tidak kompatibel mohon masalah terima kasih,neutral
masuk aplikasi login masuk email password buka aplikasi aplikasi sebentar login,neutral
aplikasi jelek bagus buku lumayan lengkap lebih tolong masalah,negative
update tidak jalan cepat versi suka versi cepat tidak loading lelet versi gemas,positive
fitur belum log kali buka app log moga cepat masalah,negative
payah buka aplikasi masukim email password enggak lihat buku antri loading tolong masalah,neutral
aplikasi stressss parah update lag,negative
enggak rusak dirusakin hadehh,negative
diupdate buku pinjam tidak buka,neutral
buku tidak didownload,negative
berat banget aplikasi download versi windows enggak buka samsek versi baru update lot kacau banget,negative
ui baru jelek rak antri enggak loading antri buku enggak muncul antri,negative
aplikasi logout lot,neutral
new version extremly bad,negative
bagus isi baru error log cepat deh masalah malas baca ipusnas kalo kasih rating,negative
know probably shouldnt judge much much jeleeeeek buka app login ulang enggak cari buku dasar nama tulis daftar antre loading riwayat buku pinjam enggak deh hancur tampil update bagus enggak unusable please know tons competent people making app worse,negative
love appl several updated appl getting worst please fix,neutral
pleaseee balikin versi versi baru ngehapus history pinjam enggak minjem buku,neutral
astaghfirullah update burik enggak login sekali login hilang buku pinjem ah elah,negative
ui ux nya beranta versi baru kembaliin versi,neutral
idk cant open account since last month without info app account logs please fix,neutral
enggak deh login ulang mulu buka kocak,negative
guna susah login akun tibatiba aplikasi guna daftar akun gagal ya masuk data sesuai tolong perhati sih kelola aplikasi nyaman orang pinjam buku legal ipusnas cari baja internet,neutral
jelek tutup apk suruh login buku antri hilang dibatasin enggak langsung search buku langsung nama arang buku download enggak buka sesal banget update mending balikin tampil sederhana kayak bug hadeuhhhh update tuh glow mah glow,negative
tidak login id daftar zaman jepang belum darat password bilang salah pasuk email reset password email enggak sampaisampai gembus cula nian,neutral
jelek kecewa aplikasi nya ubah heran tidak isi jelek jelek jelek,negative
ipusnas jelek banget update app nya login baca riwayat buku pinjam hapus parah sih parah updatenya bukan ,negative
update versi baru kayak ibi library pakai benarbenar bingung tolong versi baik buku cari enggak,negative
terlogout semenjak maintenance buku susah akses cari,negative
cant log new version,negative
update versi enggak pinjam buku eror,neutral
account automatically logged trying enter application hell,negative
buka aplikasi login ulang tolong masalah login,neutral
tampil ringkas jam buku enggak unduh otomatis proses unduh halaman penuh ganggu nyaman guna guna cepat internet rendah  akun hapus kesel banget riwayat buku pinjam hilang bintang,negative
buka app ipusnas login login riwayat buku baca tidak,neutral
log log riwayat pinjam buku tidak hilang tolong evaluasi terima kasih,neutral
aduh jelek banget updatean baru history pinjam hilang,negative
bagus diupdate buruk buka login koleksi tidak lengkap versi,negative
nge bug baca buku didownload loading banget habis halaman buku hadeh kocak,negative
update besar bagus jelek jam akun enggak cari buku nama tulis riwayat pinjam buku hilang antri hilang deh,negative
diupdate akun logout versi jelek versi jelek tolong tinjau ulang enggak fitur tambah lancar aplikasi nyaman pakai,negative
tolong ipusnas masalah update logout ya pinjam buku unduh berkalikali baca,neutral
tolong ipusnas susah banget akses log masuk aplikasi buku pas dipinjem loading banget ujung enggak buka segi tampil aplikasi perfomancenya jelek versi sebelumnyaa,negative
terlogout otomatis buku pinjam tidak unduh tidak cari buku dasar tulis riwayat pinjam antri hilang aplikasi gimmick fungsi utama baca tidak beres update hancur,negative
aplikasi tidak bagus kena update tolong masalah terima kasih,negative
update baru tidak login ribet banget tolong pinjam cepat,neutral
tidak login,neutral
serius maintenance,neutral
aplikasi jelek kasih tambah fitur jelek jelek cari buku enggak sosoan asih video,negative
versi update buruk versi suka versi simpel versi baru sulit pinjam buku loading klik menu baca tampil buku pinjam tak kunjung tampil,negative
apasih jelek banget,negative
versi baru tidak cari dasar nama tulis epustaka tidak fitur search filter dasar nama arang tidak fitur search ui tidak tarik bagus performa versi antri hilang versi baru rujuk db password harap versi masalah,negative
kecewa ah ipusnas versi baru versi lawas enggak,negative
aplikasi sih jelek jelek lot,negative
versi baru ui ux nya better banget bug nya riwayat buku hilang buka pp login ngulang,negative
kasih tau kalo aplikasi akses,neutral
bututtt jelekkk,negative
diupdate aneh logout mulu antre hilang susah cari buku epustaka populer enggak search,neutral
reinstall ipusnas versi baru riwayat pinjam hilang versi baru searching buku judul tidak nama tulis versi ketik nama tulis muncul buku karang tulis mohon terap versi,neutral
scroll cari genre nama arang versi baru buruk versi,negative
aplikasi logout capek huhu,negative
diupdate ruwet enggak login enggak search tulis hadeuhhh,negative
diupdate versi jelek versi versi log daftar riwayat cari komen baca hilang parah tidak search dasar arang tolong kembali versi kalo jelek,negative
tidak login akun tidak kembali buku pinjam riwayat buku hilang please versi versi upgrade belum downgrade,neutral
better update deh ku update bagus sih tampil guna nope kayak aplikasi kayak guna guna ipusnas antri riwayat kosong melompong antre buku tibatiba hilang,neutral
aplikasi lot jaring bagus tolong baik,positive
download searching buku senang baca eh enggak baca loading mulu awal coba baca loading awal minjem buku kalo enggak baca fitur download buku awal download buka loading lawak,negative
versi baru buruk histori pinjam hilang log daftar antri tidak buka buruk,negative
nih aplikasi usernya masalah downgrade,negative
tolong kembaliin versi sebelumya enak nyaman mata kurang versi baru mohon benah tidak cari buku author cari cari nama tulis langsung jejer buku sesuai enggak jejer buku dekat mah kunci enggak sesuai kosong enggak rekomendasi buku adasih search author enggak sumpah scroll lamaa eh pas nih buku kagak wkwkwk kocakk gacukupp pt,negative
update masalah login atas session login nya toke revoked alhasil masuk app masuk email password praktis,neutral
aplikasi baru fitur cari buku dasar arang tidak mundur,neutral
diupdate ampas loading lambat buku pinjam enggak buka buka aplikasi login repot,neutral
enggak login,negative
versi baru tidak efisien login buka aplikasi simpel bikin malas tolong jadi bahan timbang tidak buka bulan mending login tinggal jam login,negative
update kurang tidak track history pinjam laman antri butuh proses versi nikmat,neutral
updatean baru tidak muas tidak pilih kategori buku tidak sedia fitur catat pribadi tidak cari buku nama tulis buku sedia galat buka buka aplikasi login ulang,neutral
file buku tidak download ya,negative
auto logout history buku baca hilang sok sok update,neutral
tolong baik versi buku unduh unduh offline ulang baruuu tarik baca buku harap app alami kembang ya,neutral
kecewa banget update baru buku antri hilang,negative
jelek najis kgk login sial nih apk update bknnya bagus kgk login shibal shiball,negative
sumpah semenjak update downgrade banget ya lumayan banget suka ngelagbug parah pending bukan main login baca loadnya banget ngira hp eror kesel mohon masalah ya,negative
aplikasi bagus bangetcuma kadang error kalo enggak update terakhirpengalaman baca tersendatsendat buku baca dadak tampil cover buku alihalih halaman baca enggak buka sekalitapi suka aplikasi sabar ahmudahmudahan cepat lancar jaya,positive
diupdate error enggak masuk pakai akun kudu akun tampil ribet ngunduh buku lamaaa kembali ipusnas versi sebelumnyaaaaaaaaa,negative
tolong belum fiturnya langsung rilis susah banget masuk app login,negative
aplikasi hang buku susah buka error baca versi akses mudah,negative
jelek,negative
aplikasi tidak buka baharu,negative
terimakasih aplikasi sayang update tidak mentok halaman doang ui nya ramah ribet buka login ulang menu menu nya ngeleg enggak tau isi moga masalah,negative
kalo duit kelola server aplikasi tuh pakai anjing tilep dana ngembangin aplikasi,negative
ya pas update buku buku simpan hilang following followers nya hilang profile kosong simpan buku pas baca data data kosong update lot ganti foto profile banget muter,negative
unduh buku tidak baca henti halaman loading screen,negative
haloo enggak digunain ya aplikasi masuk hilang buku antri riwayat pinjam even mutualan followers hilang whyyy,negative
updated version sucks lost books,negative
setiapkali aplikasi akun log daftar ulang sok far aplikasi bagus bukubukunya lengkap terlogout sebal tolong masalah ya suka aplikasi sayang,positive
error cari buku tugas,negative
lanjut baca ipusnas tibatiba suruh update aplikasi enggak login alas login bilang salah password autofill hp paksa pakai forgot password bolakbalik cek email ganti password login koleksi buku pinjam wishlist history hilang coba pinjem buku buku enggak buka muncul ingat salah sistem internal,neutral
update enggak access enggak login,neutral
parah update loading mulu masuk akun,negative
enggak backa offlineini aplikasi junk ruang guru dllyg berbayaritukah tuju uodate,negative
enggak nyaman banget enggak enggak jalan eror suka jelek nyaman pakai,negative
kembali versi versi enggak fitur enggak versi ringkas simple nyaman baca cari buku pakai nama tulis enggak muncul enggak update enggak login alas password salah enggak ganti password hasil login buku pinjam queue history hilang login buka aplikasi bukan aplikasi banking protect,neutral
alam baca ipusnas senang update baru kecewa susah login hilang history pinjam buku teman buku pinjam unduh tidak buka tidak kembali search enginee belum fungsi maksimal tidak baikbaik,negative
tidak opsi bahasa swahili,negative
versi baru susah cari buku banding versi kemarin muncul cari tidak temu masuk keywords judul authornya buku database ipusnas pinjam versi muncul result laku cari buku,neutral
bug fiturfitur belum selesai bintang fitur utama pinjam buku baik,negative
bagus sih bantu cari sumber referensi butuh belum lengkap koleksi buku sayang banget versi ya login kali masuk aplikasi bikin ribet makan tulis aplikasi kasihan baca tidak enak tolong ya benah guna banget sayang kalo saji undang kritik,negative
ipusnas deh kali install totally fine pas update error baru buka apps log gbisa search author,neutral
updated versionnya kacau banget enggak log sign,negative
aplikasi nya jelek banget token revoked masuk akun ipusnas enggak login fitur lihat menit orang nambahin buku hilang pokok jelek,negative
applikasinya error melulu error bermingguga login dll diupdate nih pus enggak koleksi buku mira jual kah buku bayar biaya update aplikasi parah banget riwayat pinjam hilang pustaka nasional bangga indonesia kaya gerak masyarakat indonesia gemar baca pengin baca applikasinya enggak akses buku hilang payahhhh,negative
login pakai akun daftar tidak masuk norifnya authentification failed coba daftar akun tidak,negative
versi stabil,neutral
update kemarin aplikasi ulang kali enggak buka forced stop baca,neutral
terimakasih sedia ebook baca gratis tolong ajar versi baru aplikasi dibukak log otomatis mulu kak moga masalah tim kembang aplikasi,neutral
enggak erti update tambah fitur enggak aplikasi tidak butuh pinjam buku baca buku tidak tambah tidak ganggu nyaman,negative
habis update enggak login berharihari buku kelar pinjam huft,negative
pakai muka prabowo gibran jelek jijik banget lihat muka jahat ham anak hina konstitusi enggak suka baca,negative
ora iso login,neutral
baru sulit cari buku cari pakai kunci terbit tulis tidak user friendly versi riwayat hilang buku pinjam,negative
tampil ipusnas bikin mabok riwayat histori buku pinjam hilang teman hilang antri buku hilang search nama arang tidak ketik judul ya temanteman pinjam baca enggak oh ipusnas,negative
ya enggak login versi update email password daftar baru sulit kali gagal tolong masalah dev aplikasi ipusnas bantu cari baca mudah belipinjam buku fisik,neutral
update tidak log daftar please fix sayang tidak masuk pinjam buku,neutral
updatean baru jelek enggak masuk,negative
aplikasi lot min loading terusand kalo tutup aplikasi otomatis logout deh,neutral
overall love app recently updated app new display thats good improvement sadly error sok hard logged followings followers queued books also borrowed books missing help please,negative
tidak login,neutral
bug eror banget deh enggak bikin library card gabung app libby susah negara tetangga libby indonesia ipusnas bag big bug eror,negative
bad application cant login,neutral
syukur sekian aplikasi update versi baru tidak log harap beranda isi bukubuku populer,neutral
jelek,negative
update masalah login login kadang akun tidak koneksi database buku tidak koneksi cari buku tidak mudah spesifik tidak cari kategori parah tidak mendownload buku pinjam error buku baca tidak didownload,negative
detik belum log minggu tolong masalah,neutral
jelek banget huft bete,negative
habis diupdate enggak log,negative
habis update tampil sih oke ya suka kalo minjem buku suka enggak download sedia copynya tolong ya ipusnas baik aplikasi minat baca literasi indonesia tingkat kalo aplikasi enak pakai,positive
latest version messy koneksi bagus bilang tidak koneksi buka buku kadang tidak unggah cari buku nama arang hasil tidak muncul cari judul buku hasil muncul tim qa kapai,neutral
latest app unpleasant,neutral
terupgrade versi baru akun login gagal baru ipusnas nyaman banget pakai tolong masalah,neutral
buruk aplikasi perintah bugs error tutup buka aplikasi menu daftar bau perintah payah,negative
enggak login,negative
aplikasi jelek enggak maju baca buku sulit,negative
lot banget,negative
update suka aplikasi bantu banget baca baca buku update akun enggak masuk suruh ganti sandi enggak masukmasuk mohon bantu kak,positive
update tidak login tidak search nama arang ipusnas ayo masalah ratingnya naik,neutral
maaf lot enggak ya aplikasi logout buku dipinjem hilang enggak login terang enggak sinyal kencang internetnya sih,negative
app logout gaib login mustahil ajaib literasi rakyat hebat ilusi sesat engkau sekarat ipusnas,negative
update enggak whats wrong ipusnas koleksi pinjam buku hilang ngeblank kecewa,negative
tidak log tidak uninstall download tidak masuk tolong baik,negative
cant login update,neutral
tolong masalah versi baru biar buku baca,negative
update tidak login akun mohon masalah,neutral
eror enggak login,negative
halo habis update buku nya enggak lengkap ya kayak,negative
woi deh error buku copynya dikit susah dapetnya,negative
enggak login update,negative
halo ui bagus modern buku enggak dibacadiunduh search enginenya sulit cari judul autor kayak terima kasih,negative
versi baru susah akses history pinjam hilang baca buku simpan tidak download data tolong masalah,neutral
bagus ya aplikasi tidak masuk,negative
like app like library since last wig app close cant log back please fix,negative
updating newest version october cant log account dont know whats wrong newest version,neutral
error heran,negative
tampil bagus pas update buku enggak buka nij,positive
update log enggak masuk app jelek banget,negative
berkalikali reinstall ipusnas enggak login berbulanbulan kali pakai app user experience jelek,negative
sunting tibatiba aplikasi ipusnas tidak masuk masuk penginputan usernameemail password galat proses tolong masalah cepat aplikasi bantu akademisi akses buku sulit ujung timur indonesia,neutral
ipusnas diupdate buku tidak temu loadingnya tidak kuar akun tunggu update baik,neutral
jelek update lancar aplikasi guna lag bug ganggu giat aplikasi hambat,negative
update cant login,neutral
bagus jelek login susah banget pakai akun akun enggak login banget pas loginnya minus banget plus cuman copyan sekaranh dibanyakin jeleekkkkk ratenya nih,negative
update versi baru tidak log,neutral
tidak diinstal onyx book poke,negative
mengunakan ipusnas versi tidak hambat aplikasi terupdate otomatis belum login hinga kirim data,neutral
bugnya manfaat log log susah,negative
pinjem kondisi ui jelek enggak login lanjut baca aplikasi berat fitur enggak news friends posts etc susah login fokus reading friendly bukan fitur enggak bikin aplikasi lot error betulin cepat cant believe sayang mending balikin ui jelek performa ui,negative
enggak daftar,negative
bulan ya maintenance nih aplikasi sebal banget unduh eh enggak buka masalah bikin enggak nyaman catat hilang beda tampil,negative
dear admin update aplikasikok susah banget log yamudah mudah masalah,negative
susah login ya,negative
register,neutral
aplikasi base milik negara banget error butuh referensi buku,negative
oke update log otomatis enggak masuk app sedih banget,negative
whats wrong ipusnaswhy cant open,neutral
saiki rak iso mlebu ning app aneh,negative
much bug cant access,negative
tampil update daaan lamaaa loadingnya kalo download cepat download baca moga masalah,negative
aneh enggak masuk aplikasi update enggak masuk,negative
versi baru enggak gagal download file tidak temu tunggu pinjam,neutral
error tuh,negative
susah login aplikasi hp pc,negative
sih ipusnas update bolak ter logout susah login kemarin pas login tampil enggak search kunci nama arang versi,neutral
update tanggal enggak login,neutral
terima kasih normal aplikasi moga copy buku filosofi teras retorika aristoteles banyak tidak rebut pinjamhhe,neutral
kecewa ipusnas tidak cari buku nama arang tidak versi buku pinjam tidak unduh,negative
semenjak update tampil jelek banget logout enggak log bug terus,negative
tidak error tolong tingkat tidak error l,neutral
update tidak buka tidak login,neutral
ipusnas gampang eror kalo update susah masuk,negative
aplikasi versi keren,neutral
hi update aplikasi ipusnas update tanggal tidak logindevice tablet update login baca buku mana download apk aplikasi ipusnas versi update,neutral
app update baru jalan buku available,neutral
ribet log susah cuman akses jaring gsmmobilelwt jaring wifi enggak diaksesngasih ilmu pelit uninstall,negative
bagus bugnya banget,positive
ngecrash parah update baru langsung close buka,negative
ui nyaman adakan fitur filter buku populer dasar tulis buku terjemah dsb sulit cari buku lihat rekomendasi buku ipusnas,neutral
lot konsep bagus masalah moga,positive
absurd app asking access photos,negative
book collection incomplete queue borrow quite long even hundreds queues,negative
awful app tolong baik cepat aplikasi error tidak sinkron,negative
koleksi buku lumayan lengkap buku self improv novel resep masakan cerpen dsb saran aplikasi tambah fitur share kutip tulis screenshot watermarkdi batas biar review ebook medsos,neutral
terimakasih berkat literasi gratis,positive
gampang eror anjir ah malas,negative
apa pegang perintah cacat,negative
tidak login update forced stop,negative
lodingnya,negative
updated app still open,neutral
diupdate tidak masuk aplikasi,neutral
ya tidak tanda teks buku baca eror mohon masalah nya ya kak terima kasih,negative
dear ipusnas please fix bug kemarinkemarin kalo minjem buku log enggak minjem buku nih ipusnas mohon kasih cerah apl benar bantu banget sumber karya tulis malas pus langsung tolong dengar rakyat user apl maksud ya bantuin jelasin benerin pls banget mah,negative
thanks baca buku enggak buku alih depresi arah positif ketimbang jebak dunia hitam kelam,negative
astaga register enggak load book login enggak tender aplikasi banyak potong panitia pokjanya,negative
updating accesssign,negative
terima kasih kembali ipusnas mobile versi next time rilis versi pasti stabil rilis kemarin fitur history hilang buku pinjam hilang moga love ipusnas,neutral
tolong baik bugnya tbr baca pinjam takut masalah buku pinjam kembali otomatis,negative
maintenance bugnya kecewa kerja aplikasi aplikasi versi mobile pc,negative
enggak buka aplikasi,negative
enggak buka,negative
suka banget pinjam buku gratis tambah wawas sayang aplikasi ganggu update suka ngeclose baca buku eh enggak masuk sedih buku belum selesai baca saran tambah history otomatis halaman baca timbang fitur belum,positive
tidak login diupdate,negative
mohon akses semua macbook min,neutral
sampah kgk buka samasekali,negative
enggak login update baru,negative
aplikasi enggak jalan,negative
susah baca halman nya suka ulang bookmark nya gaguna nge highlight nya susah banget kadang pas baca halaman highlight tolong dibenerinstress banget tau baca,negative
min enggak login sedih banget semenjak interface barutolong baik,positive
aplikasi aneh banget ya update tampil bagus terang eh tibatiba suruh update tampil update,negative
hai tim ipunasterima kasih setel awalsmoga baharu bobot kualitas buku,positive
year app,neutral
tampil,neutral
tolong habis diupdate pas login data kereset riwayat baca enggak rak pinjam kosong tolong bjir,neutral
second time download app cant even use man want read books dont guys keep app simple dont need unnecessary features know app could really help indonesians get reading,positive
koleksi buku lengkap sistem antri bingung,neutral
server ui tolong masalah,negative
habis update tidak log log muter doang,negative
enggak login update,negative
belum login ya maintenance bintang kalo login,neutral
suka aplikasi kalo login banget masuk pas masuk tolong baik aplikasi,negative
tolong masalah update tidak login login jaring bagus,negative
enggak login ipusnas senang aplikasi harap koleksi preview buku pinjam bravo,neutral
update cant even login please fix app orang undo update,neutral
apasih login auto close,neutral
jelek banget suka ngebug pas masuk logout login enggak bilang data enggak sesuai pas log ngebug enggak banget,negative
lot banget aplikasi daftar lot masuk halaman utama lot niat lanunching aplikasi enggak sih kalo bikin aplikasi nanggung kayak,negative
diupdate enggak pakai datadata hilang,neutral
diupdate bagus jelek enggak akses kecewa banget versi tampil enggak bagus bagus banget baca,negative
app sucks period,neutral
ipusnas cant open like usual one favorite aps actually update cant anything,neutral
error return book enggak edit edit update jelek hebat,negative
aplikasi tidak,negative
tidak akses aplikasi kali instal uninstall login ulang kali tidak kembang aplikasi pikir moga kait masalah,neutral
updated version doesnt work properly finally log wig logging anything blank space search books even profile blank get back old version pakai sok page bookmarked stay marked even close reopen app,neutral
bug uinya update,neutral
enggak suruh kerjain aplikasi kasih gaji sesuai enggak sedih banget bacaperpus susah banget tidak versi websitenya,negative
used fave app anymore updated getting unuseful cant read saved book anymore error hope fix quickly,negative
aplikasi tidak tidak daftar isi alamat camat tolong lag nya,neutral
tampilannyaa ngebug,negative
application trouble,negative
semenjak update error mulu login susah please masalah,negative
niat aplikasi enggak sih masak ngelaag mulu,negative
tolong update enggak login muncul notifikasi solusi,neutral
bug nih semenjak update enggak buka sengaja enggak update baca review orang bug eh tbtb forced close paksa diupdate parah baik tolong sistem pinjam search bar mode lock baca minim salah tekan baik kategori buku beranta tanda stabilo diselect susah atur masalah,negative
belum upgrade enggak diupgrade diupgrade susah login sekali langsung ngebug enggak logout please developer kalo belum ready diupdate mending enggak bikin sebel cepat benerin enggak,negative
tidak login update,neutral
log aplikasi tidak tampil menu utama lebih kosong fiturfiturnya tidak muncul tidak mohon bantu,negative
updated app god knows infuriates app sok bapuk cant even log successfully log app would stop working entirely frustrating know supposedly main indonesians digital library turns low poor quality dear developers please please release updated version guys know app work minimum bugs,negative
aplikasi diupdate tidak akses sok sad,neutral
best,positive
niat enggak sih bikin aplikasi anggar gede kerja asal enggak becus,negative
cant login,negative
app still bug others cant login account wig sok unistalled app already used mobile data wifi clear cache etc doesnt work honest one favourite app read sok much e book please fix bug sok use app easily,negative
fitur video tidak takut aplikasi berat sistem antri daftar tunggu enggak rebut user enggak ngekeep buku teman return pinjam enggak bookmark usaha hilang,negative
mohon maaf bug nya tolong masalah coba kali install uninstall enggak sign log,negative
enggak login suka banget baca ipusnas ayo baik sistem,positive
tolong deh update enggak login enggak login,neutral
cant get,negative
habis update enggak login lot banget tau mending enggak update tolong sistem diperbaikin bagus error baca buku susah banget heran,negative
tampil oke cepat akses halaman tidak sesuai kira,negative
beres update langsung log otomatis enggak log aplikasi perintah jelek jelek sih mending duit korupsi noh pakai benerin aplikasi perintah digitalisasi ngerjainnya setengahsetengah proyek minim manfaat masyarakat jorjoran,negative
gangerti ya layan perintah payah lot banget log susah susah,negative
always eror learn task,negative
bug enggak masuk,negative
lates update user cant login issue came social media please kindly recheck fix,neutral
sayang login enggak aplgi pinjam buku pengin baca buku,negative
semenjak update enggak login nyangkut,negative
app actually useful liked lot easy borrow read book however app bug lot especially read tahan two books forced closing opened thus reinstall please fix issue please feature read book offline,negative
keupdate tibatiba login enggak diinstal ulang jeleeeeeeeeek sayang koleksi buku bagus update tidak masalah downgrade,positive
aplikasi lot pas minjam eror tolong baik aplikasi nya,negative
unable login problem data,negative
cant log google account please fix,negative
aplikasi enggak login sinyal oke oh aplikasi enggak ok kali ya,negative
enggak login baca buku,negative
aplikasi update enggak login berharihari orangorang update enggak login tolong masalah,negative
tolong developer apps tingkat kualitas ipusnas ramah baca update baru repot guna,neutral
habis diupdate enggak buka sih,negative
parah banget habis diupdate enggak buka sekaliii,negative
tampil performa kecewa semenjak install login esok tidak akses moga lekas masalah ya,negative
baru jelek akun susah log baca buku coba jam pagi akses siang dikit enggak susah baca buku doang ayo min cepat baik apk nya tampil bagus kalo enggak pakai,negative
tolong update enggak masuk appnya,negative
mah benerin bugnya asli problem kagak ubah enggak login cmon men,negative
ngebugg ya pas log sign,negative
ipusnas masalah,neutral
update gaberhasil masuk coba bolak uninstall install enggak kecewa banget asik baca buku auto update eror enggak baca buku,negative
ganggu,negative
bagus apknya suka log gilir log enggak,positive
sayang aplikasi selesai update guna kali logout berharihari loginnya gagal tidak masuk,negative
update bikin errror,neutral
koneksi server error highlight baca sulit terlogout sulit login,negative
wajib allow camera phone photos video music audio fungsi,neutral
enggak log,negative
enggak login daftar dev nya gen boomer,neutral
edit worse tahan previous versions cant log app says account doesnt exist even ive member update trying create new account force stops app serious drop subdistrict menu doesnt even load minutes waiting please consider functionality carefully update,negative
diupdate enggak login crash app nya senang banget baca buku legal gratis ayo baik min,positive
aplikasi bantu sedia buku gratis akses tampil masalah update baru tidak akses akun turn bukan alami ribu guna keluh sounding sosmed sayang admin tidak update,neutral
error masalah,negative
aplikasi henti befungsi serelah update tolong masalah cepat,negative
aplikasi baharu tidak login,neutral
aplikasi ngebug belum log kemarin tunggu masalah masuk akun baca buku,negative
crash android,negative
gagal login,negative
mohon masalah min kendala bug pas daftar force close cepat,neutral
koleksi buku agam buku populer habis update kemarin belum login,neutral
updated difficult connect server connected need time read need download always disconnect use always need login used animation difficult search book heavy loading login kirim data info,neutral
jelek suka error,negative
update enggak masuk ipusnas update tolong betulin,neutral
everytime logging email apps always forced close dont know apps keeps closing,neutral
habis update enggak dibukaaa baca tugas ayo masalah,negative
jelek banget bug logout tb enggak,negative
suka baca tolong maintenance lamalama trouble masalah terima kasih,neutral
app bagus baca cuman susah banget login suka logout jelek bagus,negative
malas baca buku ipusnas versi enggak sebelumnyangetik nama arang langsung muncul kait nama pemgarang buku tampil enggak,negative
update buka butuh koneksi cepat koneksi bawah mbps sulit akses,neutral
kemarin deh error ya,negative
cant log want reaaaaddddd t t,negative
habis update enggak log,negative
update aplikasi nya lot ya tolong masalah,neutral
really bad updated app uninstall already,negative
great app suddenly got log cant log back,negative
big l updated cant even access web one app web suck like kelas perpusnas lo plis kerja kecewa banget,negative
suka app baca pinjam buku gratis semenjak baru loadingnya buku pinjam hilang,positive
aplikasi berat rasa loadingnya banget,negative
kak maintenance ya update versi baru ngebug login foto hilang untung tablet belum diupdate,neutral
update error enggak masuk login banget sekali masuk lot ampun tutup aplikasi sebentar pas buka login susah banget loginnya belum masalah apaapa,negative
error mulu,negative
ipusnas ya tbtb logout enggak login coba login kemarin enggak bisabisa tulis kirim data coba,neutral
update jelek,negative
baru jelek versi sebelummya lot lot tampil bagus bug crashnya clear chache tidak bantu,negative
ui bagus uxnya tolong baik servernya biar muat koleksi buku,positive
enggak login kemarin enggak tau,negative
aplikasi jelek,negative
habis update bagus lot login enggak,neutral
jelek ngelag parah lot,negative
cant login newest update,neutral
mending enggak upgrade kalo ujung error mulu enggak login,negative
guna download buku cerita anak tidak buka bug tolong diupdate,neutral
aplikasi manfaat banget cari baca gratis sayang error bugnya suka force closed susah login,positive
tidak daftar akun berkalikali coba aplikasi,neutral
tidak buka daftar akun daftar apps nya close,neutral
susah login aplikasi bug canda negara asih fasilitas masyarakat,neutral
sih update lot parah enggak login sekali tau riwayat pinjam hilang riwayat follow dm hilang nge bug enggak login lanjut baca buku kalo kayak mending balikin versi ubah reviewnya kalo masalah,negative
tidak masuk akun,negative
interface old fashioned whenever waiting list book notification never appeared phone,negative
tidak login,neutral
always force close update,negative
semenjak update baru aplikasi tidak buka,negative
mati logout enggak login tunggu enggak,negative
habis update enggak sistem ulang kali login enggak login lot ampun masuk apk nya suruh login ulang,negative
diupdate enggak login,neutral
update aman akses update enggak login login,neutral
ipusnas versi banget error akun tbtb versi enggak login buka ering banget bug lelet banget pedahal jaring stabil fiturnya oke sih turut jauuuh nyaman pakai versi please masalah min pinjemnya cuman,positive
ayo masalah percaya aplikasi kemarin kasih bintang pas digunain update eh update enggak masuk kendala butuh butuh semangat tim baik apk ya jujur apk bantu manfaat,positive
capek banget deh buma app suruh login ulang susah banget kalo login mending versi search nama tulis,negative
update baru enggak masuk,neutral
never ending loading never ending crash app keep shut keep sign close app hard download book feature lacking grade,neutral
update sulit login akses internet tidak buka aplikasi jaring internet tidak,neutral
lot banget kalo update ui bagus jelek lemootttt,negative
update crash,neutral
cant log using existing account,negative
aplikasi update otomatis tidak masuk akun,neutral
bug pas daftar langsung tidak masuk,negative
aplikasi galat eh pas masuk enggak tulis sih kirim data uinya baru lot ampun sistem pinjam belum pakai sistem antre kayak libby plis tiru libby fitur bikin quote buku baca bagus sih mohon variasi baca nilai estetika tolong baik sistem alam baca guna maksimal baik,positive
update jeleg,neutral
honest like app cz sok helpful wan na read college material dunno time time sok bad app usually stopped work doesnt wan na opened im sok regret pls must check solve,negative
apk always crash bad,negative
enggak logiinnnn ngebug clear cache malam coba login enggak stuck halaman login tolong masalah,negative
jelek banget suka error enggak log kadang log sistem antri cepetcepetan enggak pakai sistem kayak libby urut dapetnya overall reading experience tidak senang,negative
update susah login ponsel laptop web login logout habis update tolong gercep ngefixnya,neutral
aplikasi tidak tidak login sungguh kecewa buku jendela dunia kayak jendela enggak buka kecewa banget,negative
diupdate aplikasi enggak jalan,negative
suka banget aplikasi nya milik batas beli bukuuu edit enggak masuk akun ya bacaa kemarin nemu hidden gem,positive
bukubuku pinjam hilang ya akun susah buka,negative
ubah tampil hilang buku pinjam baru bingung aplikasi tahun ubah tidak pinjam buku,neutral
semenjak update log lola antri buku mutualku hilang,negative
aplikasi tidak terawatloading lamapengunduhan terkadang errorbahkan login sayang aplikasi kait ilmu biar usaha buat tarik,negative
aplikasi baru enggak login kali nilai jelek heraannn tidak benah dana triliun ajaaaaa beli server layak enggak habis miliyar,negative
ngebug hari bikin frustasi ih ubah bintang kalo lancar good improve,negative
ya habis update apknya tidak login loading terus tolong bantu ya,negative
aplikasi tarik tingkat literatur budaya baca kali sulit login buka app nya ulang kali,negative
